,track_id,track_genre
0,5SuOikwiRyPMVoIQDJUgSV,0
1,4qPNDBW1i3p13qLCt0Ki3A,0
2,1iJBSr7s7jYXzM8EGcbK5b,0
3,6lfxq3CG4xtTiEg7opyCyx,0
4,5vjLSffimiIP26QG5WcN2K,0
5,01MVOl9KtVTNfFiBU9I7dc,0
6,6Vc5wAMmXdKIAM7WUoEb7N,0
7,1EzrEOXmMH3G43AXT1y7pA,0
8,0IktbUcnAGrvD03AWnz3Q8,0
9,7k9GuJYLp2AzqokyEdwEw2,0
10,4mzP5mHkRvGxdhdGdAH7EJ,0
11,5ivF4eQBqJiVL5IAE9jRyl,0
12,4ptDJbJl35d7gQfeNteBwp,0
13,0X9MxHR1rTkEHDjp95F2OO,0
14,4LbWtBkN82ZRhz9jqzgrb3,0
15,1KHdq8NK9QxnGjdXb55NiG,0
16,6xKeQgzfjixSUld14qUezm,0
17,4Yo0igmcoNyat1secaH0OD,0
18,2qLMf6TuEC3ruGJg4SMMN6,0
19,6CgNoAbFJ4Q4Id4EjtbXlC,0
20,3S0OXQeoh0w6AY8WQVckRW,0
21,210JCw2LbYD4YIs8GiZ9iP,0
22,5TvE3pk05pyFIGdSY9j4DJ,0
23,0BUuuEvNa5T4lMaewyiudB,0
24,3Hn3LfhrQOaKihdCibJsTs,0
25,6D33wCKzWtNEgOovgeVJ7r,0
26,5IfCZDRXZrqZSm8AwE44PG,0
27,0dzKBptH2P5j5a0MifBMwM,0
28,5QAMZTM5cmLg3fHX9ZbTZi,0
29,2qESE1ZeWly7I3YjyTXmXh,0
30,3EQV1ZHtHvq9OnVRYIdbg3,0
31,3ax0rfGb7exLtl02LL08U9,0
32,1m5LC29RE52Bxy7hxvpOlL,0
33,3H36x7buZdQD4687VmFrwY,0
34,0xbMRcMFqxJq1Wa7tvWPtn,0
35,6h061f44HZPj1OXO2nA45d,0
36,62EwQLDw0dprDzuLwQ0sH1,0
37,3lvo0I8c2qBJDLZWqExDgC,0
38,1ae8XfBQ3fDEvmBjFaemGV,0
39,0adVktNVJXPZfhQe6B1NO5,0
40,6sp6Vx3sv2l5qxPfbQkcyt,0
41,1WFVfVjCtbmdIv7j3Fa9iy,0
42,0e5PAxSyZ5DWWVqKANHETz,0
43,1MLr9b1fOybO3MGiLy47Ys,0
44,6JGjevTaqr9J1xp7YvYUKF,0
45,7Af2YlwMZryKOQiRfwMsD2,0
46,3RE5nHIVkC4KcA7snFaTKd,0
47,0JvkNRyq8Tmot9khpdtN0I,0
48,27gHtbsHClwimHFtKgFop4,0
49,1QBNBGeIRRGBnLhdlHbfI8,0
50,72xTsTouZ5nBmASX8k1XCW,0
51,3ILmwMefYZoQh5Cf5jeuUQ,0
52,2DHDuADAHoUW6n0z80RLQF,0
53,5JDcQAztvZTIkrWoZihgvC,0
54,2sYFi9xVSZ56WHKSY2fN1K,0
55,6xJOhSm4SvZwzy3uhWz26O,0
56,7lLKxcNeJtDTWVRKHovLEC,0
57,25UzeaV47eDT44Fovve6xQ,0
58,4oa14QBfWRDfJy2agySy0L,0
59,2gRKq9rIC5i1zuxp06zJWH,0
60,08MFgEQeVLF37EyZ7jcwLc,0
61,6nXIYClvJAfi6ujLiKqEq8,0
62,7x4b0UccXSKBWxWmjcrG2T,0
63,6owKuyHxUqidcAA6fPKSyy,0
64,0wbmIfvndFV9VDvuUY1pYN,0
65,3e5yu9MkIvQx17mm7LF6KY,0
66,6VwAh8Z1d5YKoSWoEaV4db,0
67,2D4BSm5Z8Hq5zYbSgJwEOh,0
68,7LwGBxB0h0CVmkOZxYKn0g,0
69,0ZwdH0m32I8odedwvspYTh,0
70,16dkWKIlBsfYTISCVuDs0w,0
71,3TwtrR1yNLY1PMPsrGQpOp,0
72,3Et4LKZLnXygPYfNdeB3D3,0
73,2E9viCx0hJKNKNThd2MdGQ,0
74,0Zf1BPkkFAWGtVHeBwHHz4,0
75,38jy6kRlPt8z1GUS9WXeNh,0
76,2SkJKMfjpYsNv0KWOxiegX,0
77,4qCbMMMuEB56kHd4zPE6GD,0
78,11TK5KLtLZUdKr1C549bAw,0
79,7BXW1QCg56yzEBV8pW8pah,0
80,2kMrCPZ0o5gErBPLCRgoli,0
81,5IjTZ1g8KrIuV97N3OQZ0V,0
82,3bHhUEOTIbezeZ856R0BX5,0
83,0wf17wsLRwnnfh241GkeH5,0
84,3322ArxAq7wCSZI4fF77Q0,0
85,4LGF2tDg3878bs0mQPByZ4,0
86,6Uy6K3KdmUdAfelUp0SeXn,0
87,2z2JKNU24UEngb4joR9p8f,0
88,2nef44o0sjJDKB1ta4S0ub,0
89,0qJGlogD7AyMLAJfQ42aI2,0
90,04JS6OitE9VGsIS3S94Osg,0
91,5OGpsZeJRZ3t3MZioawcZW,0
92,3Vnes7v746dYzBn0FJTZ1W,0
93,30cYWLpVdBZVLb1cYdmcTT,0
94,7sUqJ51FGSi3n7x4pYjY3v,0
95,15BFn2VmEtonsXfNL1lUmy,0
96,0WOFJR54wyTwLB11jcBDb1,0
97,1uDCw6LVMOmbZ6zRliNcNX,0
